naziv,opis,datum_od,stevilo,sifra_prizorisca,kategorije_sifre,kategorije_nazivi,kategorije_sifre_new,kategorije_nazivi_new
Piknik kino Atlantis: Bilo je nekoč v Hollywoodu,piknik kino bežigrad film nekoč hollywood kje voden mesto atlantisa kdaj avgust film nekoč hollywood zgodba igralec dvojnik odpraviti pot najti mesto sonce filmski daven leto dogodek odvijati los angeles vrhunec hollywood piknik kino piknik kino kino prost formalen sedenje ogled film park plaža ustvariti edinstven piknik doživetje obiskovalec lahko udobno namestiti ležalnik napihljiv blazina deka lahko prinesti priporočljiv sposoditi prizorišče dogajanje več vstopnica možen nakup kino vstopnica vstopnica bazensavna kino bazensavna obiskati pričeti zunanji del atlantisa igrišče nakup kino vstopnica prizorišče ura nakup vstopnica kino bazen blagajna voden mesto atlantisa nakup vstopnica zagotoviti vstop prizorišče vstopnica vezan sedišče primer slab vreme odpovedan razpisan nov termin odpoved objavljen spleten stran družben omrežje imetnik naprej kupljen vstopnica koriščenje lahko prebrati spleten stran,2019-08-23 21:00:00,221,710247339094342.0,36,Film,36,Film
Spopad generacij 2019,spopad generacija stolp škrlovec petek sobota dalje cena dneven vstopnica cena dneven vstopnica enoten veljati obisk predstava vstopnica volja kavarna layer dan dogodek letošnji oktober prinašati tradicionalen impreti boj spopad generacija razdeliti improvizator generacija mladec starec vedeti spraševati imeti škrlep vedno mlečen zob šorlijev kolk praviti bohinc rojstvo star leto odgovoriti razkriti pomoč medgeneracijski boj spremljati stolp škrlovec letos videti različen večer kjer mlad pest spopasti star komolec petek predstava babyzator šolski zgodba minuten show improvizator dopolniti leto izvedeti dogajati šolar droga hud bejba snep več bejbija mihati bohinc tibor šergan katarina jenka nejc fabjan medgeneracijski kviz impreti izziv videti predstavnik generacija podati različen naloga kviz master din kapetanovič sestaviti vprašanje naloga različen tematika pravilen odgovoriti podariti točka napačen kazen dovolj režiser rok bohinc navdih vprašanje izzvati improvizator odigrati različen prizor predstava pokazati mlad pamet star modrost mlad trojka nejc šmiti rok škrlep tara česnik star trojka matjaž peklati mihael šorli vid sodnik petek glasbenik urh mlakar sobota predstava babyzator šolski zgodba minuten show improvizator dopolniti leto izvedeti dogajati šolar minimalen standard doseči telovadba ocena več finale spopadati generacija mladec starec izbran heroj generacija pomeriti odločiti generacija jačati tekmovati pripovedovanje zgodba igranje prizor petje pesem diktirati moderator saša star generacija tokrat dvigniti titula mladec nejc šmiti rok škrlep tim kerna din kapetanović starec rok bohinc matjaž peklati mihael šorli sobotek glasbenik goran zavrsnik predstava odviti stolp škrlovec videti spopad,2019-10-25 18:00:00,204,118918941507564.0,"16,64,135,143,283","Kid Friendly,Comedy,Comedy (theater),Improv comedy,Pub trivia",64,Comedy
"17.10. KoD: Sober Assault, Moshead - Orto Bar, LJ",kadilnica death koncert skupina sober assault moshead četrtek orto bar ljubljana kadilnica death facebook oktobrski thrash metal napad koncert sezona kadilnica death potekati znamenje thrash metal gost vračati odličen domač thrash zasedba sober assault grosuplje moshead škof loka začetek koncert klub cena vstopnica koncert obiskovalec kod članski izkaznica vstopnica brezplačen metal večer kadilnica death vstopnina metal večer sober assault sober assault štiričlanski naveza grosuplje nastati leto glasben napad poslušalec ustvarjen simbioza thrash melodica death metal element surov agresija nasilje rezultat hiter agresiven kitarski riffov surov vokal grmeč bass linija hiter nasilen boben nepričakovan melodija kitara video moshead łep słatka momec thrash metal banda škof loka gregor lavtar vokal ritem kitara tilen jan lead kitara kleme berglez bas roba buh boben video kadilnica death dirty skunks vsakoleten serija metal večer ime kadilnica death odvijati četrtek mesec dalje orto bar pričakovati lahko veliko raznolik metal glasba različen tematski večer sprejemati glasben želja zagotovo akcijski cena pijača biljard nekajkrat mesečno okvir metal večer prirediti koncert domač metal bend vstopnina kadilnica death vstop vhoden vrata orto bar nahajati naravnost kadilnica death kadilnica death fba spleten stran dirty skunks,2019-10-17 21:00:00,213,378314441102.0,2,Music,2,Music
Kavarniški večer / Tilen Lotrič / 9. 8.,tilen lotrič mnog poimenovati mlad pestner neverjeten glas avdicijski oddaja slovenija imeti talent zaslužiti zlat gumb ponesti naravnost polfinale tam pot končati nastop prepričati zahteven publika uvrstiti superfinale šov kdaj začetek ura kje pišek bar lopata celj prost vstop,2019-08-09 19:00:00,151,741375192585718.0,2,Music,2,Music
Indoor Varash Roundnet Tournament,klub mlad turnišče roundneti pomurje roundneti turnir odvijati osnoven šola turnišče sistem tekmovanje rounda robin mesto bogato nagrajen jedača pijača poskrbljen vabljen prijavnina ekipa ekipa ekipa closed english roundneti pomurje and klub mlad turnišče ara indoor sistem play rounda robin first thre places will rewarded food and drinks takna cara eura per team register her ekipa closed,2019-11-16 10:00:00,107,460168981251807.0,3,Sports,3,Sports
Maš čas? -> 2. sejem avtorskih koledarjev,čisto malo lahko zbirati različen stil velikost koledar zanimiv slovenski ustvarjalec podariti čas drag posebej zamujati srečati sobota december poligon mateja filipič kaioba alj horvat domena ermenc helen ferarič miren germšek ura kuriti deo biličič jan kikelj peopleooa anje cvetržnik luka mancin martin bricelj baraga baraga marka drpič nadje kos jasmin rojca nina vavpetič spleten stran maruša račič poligon,2019-12-07 10:00:00,596,271496199672599.0,25,Art,25,Art
Foto razstava Resonance - Janez Pelko,koncerten večinoma posnet ljubljana oči oboževalec manj posnetek publika večina prostor tik oder koncert black sabbath david bowie iggy pop iron maiden jethra tull nirvana metallica itd janez pelka,2019-11-07 18:00:00,145,773386632688577.0,"16,25,62","Kid Friendly,Art,Art exhibition",25,Art
"15.11. SickBreed, U$IŁ, March of War - Orto Bar",sickbreed rock banda ljubljana pot začeti leto začeti igrati lokalen scena zdaj izdati glasben videoposnetek pinka joy deception album naslov joy deception skupina imeti član maks drobež kitara vokal harisa bass andraž leben boben vsebina besedilo glasba ukvarjati vprašanje globalen političnikulturen pojaviti vedno bolj miopičen današnji kultura kje lahko najti mesto današnji svet bandcamp fba yti usił projekt janez weiss maksima špelka opisovati bipolar dua ostal zanimati lahko priti koncert fba yti march war banda okolica ljubljana glasba opisovati melodica death metal primes black metal mow leto želja lead kitarist nato sodelovanje povabiti vokalist bobnar danes skupina zamenjati veliko član član ostajati letošnji leto koncert poln postaviti dobiti ritem kitarist basist obljubljati nepozaben koncert veliko dim kri bandcamp fba vstopnina,2019-11-15 20:00:00,257,378314441102.0,2,Music,2,Music
Krom Chill Session,kolektiv imeti izbira odgovoren serija dogodek krom klub medtem brati prebijati gneča turist pot morje obljubljati skupno sprostitev dober voden telo kontinentalen venija pričakovati plavajoč ritem foma rip gabiti dogodek brezplačen,2019-08-11 15:00:00,121,1943037285931970.0,2,Music,2,Music
After Najmaturanc Party - Budva 2019,forever young after party budva velik vseslovenski after zabava kompas young ekipa mesto združiti energija emocija ljubezen ples sreča veselje beseda odveč zavedeti lep teden življenje mesto nepozaben noč podoživeti dan lep tukaj zdaj lep priložnost prijatelj sošolec enkrat več preboj odrasel bolj zrel svet nov era življenje kdaj petek prireditven prostor dvorana zlatorog celj nastopajoč kompas young dje budva celoten ekipa objavljen naknadno zagotavljati čist festival novoleten preparty banja luka adventen zagreb after zmagovalec nagraden igra bus budva vstopnica cena vstopnica možen kupiti izlet cena vstopnica dan dogodek dogodek razprodan vstopnica mogoč kupiti kompasov promotor pozor vstopnica kupljen naknadno slovenija mogoč avtobusen prevoz avtobusen prevoz cena transfer mogoč vplačati avtobus pot smer slovenija ura odhoden mesto avtobusen transfer after zabava objaviti fba dogodek kasno dan začetek zabava avtobusen odhod naklo marinšek naklo kranje kranje škofji lok šolski center škofji lok ljubljana dolg most nov mesto mercator center bršljin brežica brežica litij litij murski sobota murski sobota raven koroški šolski center raven velenje rdeč dvorana ormož ormož ptovati ptovati zagorje sav zagorje trbovlje trbovlje slovenski konjice slovenski konjice maribor mlinski kam iti december nov leto banja luka božič adventen zagreb prej najbolj nor ski opening zinnen dolomites ski ara young ara kompas young will forever young budva,2019-09-20 22:00:00,1537,2203588759651108.8,15,Party,15,Party
Večer s Petrom Svetino,zanimati oče brat oseba poseben potreba zanimati naloga varuh človekov pravica vprašanje odgovarjati specialen pedagog varuh človekov pravica svetina zato vabljen pridružiti ponedeljek oktober pedagoški fakulteta predavalnica naknadno sporočen glede število udeleženec zato prositi prisotnost sporočiti naslednji povezava število udeleženec omejen zato vabiti večer preživeti dober družba,2019-10-21 18:00:00,188,385592961537529.0,5,Other,5,Other
Pianopolis 2019,festival mesto klavir september vračati stolp škrlovec ljubitelj klavirski glasba račun priti petek nedelja september joep beving nti drago ivanuš shid shahabiti irsa zlat pianist lar oprešnik matija drofenik urban stanič nastasje vid ibica pia landeker tobija avšič petek stolp škrlovec shid shahabiti irsa joep beving nti sobota stolp škrlovec drago ivanuš carlos cipa dejati nedelja stolp škrlovec zlat pianist lar oprešnik matija drofenik urban stanič nastasje vid ibica pia landeker tobija avšič okvir letošnji festival galerija stolp škrlovec odpirati razstava francoski fotograf romain thiery rekviem klavir vstopnica petek sobota nedelja vstopnica volja olaiico blagajna kavarna layer rezervirati lahko layers povezava spleten stran instagram youtuba zavod carnica layerjev hiša pianoroom podpirati mesten občina kranje,2019-09-13 20:00:00,225,1960286974020812.8,25,Art,25,Art
9. Festival ovčje volne Bicka,volnen butik bick solčava prireditven prostor solčava prigon ovca striž licitacija plemenski jagnjica prikaz predelava volna delavnica kulinarika domač specialiteta moden revija oblačilo obutev moden dodatek volna tržnica volnen izdelek razstava,2019-09-14 07:00:00,184,247401835462703.0,5,Other,5,Other
Poslovilna zabava od Gostilnice in pivnice Šiška,pivnica šiška zapirati vrata stranka prijatelj veseljak vabiti nov lokacija gostilnica pivnica vič trg mdba klub cirkus skupaj zapreti zadnji platnica knjiga pravilen način proslaviti nov zgodba zabava odvijati praznovati hkrati zaključek nov začetek razvajati živo mini burger gratis pivo gratis videti zabava vrhunsko,2019-09-05 18:00:00,363,125452225032441.0,18,Food,18,Food
MC Members feat. Everything Goes - SOB 5/10/19,ftrgancija dje ekipa tokrat poskrbeti zadihati komad prijatelj metelkov everything goes odpičen žurer žila teči alternativen kri štajerski poseben voziti punk rock metal toplo priporočati obleči pretoplo karaoke vmes bit sindikalen cena pijača vstop noro žurka mogoč članski izkaznica imeti izgubiti lahko dobiti dan šank mcja dan dogodek potem zrihtati doma pozabiti stati medtem noter zabavati fajn amen kamen,2019-10-05 18:00:00,282,615833088558835.0,2,Music,2,Music
Festival slovenskih sirov,združenje kmečki sirar slovenija torek oktober vabiti brda kranje kjer odvijati festival slovenski sir prihodnji dan kratko spoznati sodelujoč kmetija festival predstaviti sir vstopnina posameznik skupina človek več oseba vključevati brezplačen degustacija sir siren prigrizek,2019-10-01 12:00:00,601,224993984265441.0,18,Food,18,Food
"4. #gremovhribe, Kosijev dom na Vogarju",hkrati predzadnji dogodek gremovhrib sezona odvijati znan lokacija osrčje triglavski naroden park prijatelj planinec gost kosijev doma planina vogar bohinjski jezero razpotegnjen planina grbinast travnik številen pastirski stan danes večinoma počitniški hišica koder bližnji razgleden točka odpirati lep razgled bohinjski jezero spodnji bohinjski gora tolminski gora odličen destinacija samostojen pohod vmesen postajati pot osrčje julijski alpa planina lahko dostopen kratkohlačnik posebej vesel ustvarjalen delavnica animacijski nagraden igra čakati presenečenje član grs bohinj predstaviti delo zadnji leto turističen gorniški obremenjen področje triglavski naroden park dostop planina vogar star fužina najprej cesta planina blato vas zaviti levo markiran pot dober ura pripeljati planina vogar zavedati pločevinast preobremenjenost alpski dolina poleten čas zato veselje pozdravljati možnost dostop lep lokacija bohinj parkirati peljati informacija dostopen povezava tokrat prijazno vabiti družba vpis zlatorogov časten vpisen knjiga vedeti podpis pivovarna laško prispevati delovanje lokalen grs tokrat pomagati društvo gorski reševalen služba bohinj varimoboljšisvet,2019-08-24 09:00:00,554,337521703472032.0,"3,16,85","Sports,Kid Friendly,Hiking",3,Sports
