naziv,opis,datum_od,stevilo,sifra_prizorisca,cluster,center_distance
Veselica PGD BARJE,letos nastopati tequiti petkov pumpa srečel hrana pijača ples zagotovljen,2019-08-30 19:00:00,715,376750855721290,2,0.05808747568981028
"Vlado Kreslin, akustični koncert",okvir poleten dogajanje grad žovnek velik akustičen koncert viden ime slovenski glasben estrada velik avtorjev glasba večen hit vlada kreslina legenda črn kitara pričarati poseben vzdušje glasben poslastica edinstven ambient zelenica grad žovnek vsekakor dogodek zamuditi zato pohiteti nakup vstopnica število let omejen vstopnina predprodaja pošta tica braslovča dan dogodek rezervacija več informacija inati infa primer slab vreme dogodek dvorana dom kultura,2019-08-24 20:00:00,953,318170542048211,4,0.06582313853206534
Praznik žetve 2019,program dan petek sprostitven večer gong gozden jasa zal tematski pot zal domač kmečki igra očetov kulturen program domač pevski skupina glasben gostja ansambel banovšek sobota domač kmečki igra očetov igra trajati ura pol odigran poljanski narečje poln humor hudomušnost program nadaljevati ples zvok skupina smeh nedelja voden sprehod otrok medvedkov pot stojnica odprtje slikarski razstava razstava sodoben kmečki stroj srečanje ljudski godec pevec razstava kmečki orodje prikaz kmečki opravilo prikaz žetev mlačv čiščenje žito prikaz izdelava vosounek lesen žleb razstava srečanje ljudski godec pevec domač kmečki igra očetov koncert ansambel blegoš gost humorist peški nastop folkloren skupina mlad instrumentalistov zabava ansambel blegoš žirovski vedno skrb druženje domačinov različen sekcija vedno živ različen večeren druženje star ples ohranjati zgodba star kmečki opraviti praznik žetev dogodek kjer predstaviti širok publika rdeč nit praznik žetev govor žetev mlačv čiščenje žito opravilo preteklost del življenje prednikov danes pozabiti etnološki del prireditev vedno obogaten bogat kulturnozabaven program ustvarjalen delavnica ogled kraj znamenitost odvijati različen pohod stojnica ogled različen kmečki mehanizacija poskrbljen kulinarika večeren program čas leto popeljati komičen obarvan domač kmečki igra poljanski narečje pestra dogajanje namenjen različen struktura obiskovalec let leto privabljati ljubitelj tradicija lep razgled kvaliteten program letos igra govoriti odnos star mlad generacija domačija številen spora marsikje pripeljati propad kmetija gospodar nesoglasje družina zapiti,2019-07-26 18:00:00,564,1050489378481523,0,0.09786662722444625
Spoznavni žur vseh fakultet ❋ 1.10. ❋ @Cirkus,nov študijski leto veselje zrak študent konec vračati velik študentski mesto slovenija dober klub ljubljana kjer pridobiti nov poznanstvo nov avantura večen prijateljstvo otvoriti sezona študentski zabava stil zato izostanek dober študentski zabava opravičljiv icecold foreveryoung cena vstopnica tickets prices navaden regular eura vip eura vip rezervacija miza rezervacija cirkusklubs infa studentskizuriljubljana gmailc klub cirkus trg mladinski deloven brigada lokacija bivši kino vič ljubljana dogodek omogočiti povezan heštega legionar kompas young fitnes klub razlog ica cold,2019-10-01 23:00:00,3625,237302949627686,1,0.04606789584658643
Eros Ramazzotti | Arena Stožice - Ljubljana,erosa ramazzott vit worlda toura več koncert več država svet več prodan vstopnica blizek težek pričakovan nov izjemen dogodek živ erosa ramazzott najprestižen dvorana svet izjemen scenografija predstaviti nov album vit koncert pozabiti velik uspešnica let kariera očarati milijon ljubiteljev glasba svet nov album izdati založba polydor november lani italijanščina španščina doslej doseči platinast naklada izid neposreden uvrstiti glasben lestvica najbolj prodajan album fimigfka zasesti mesto prodaja avstrija švica mesto belgija španija nemčija vit worlda toura nov priložnost pomemben mednaroden prizorišče znova prisluhniti nepozaben ramazzottijev hit spremljati običajen izjemen glasbenik luk scarpati klavir john boscariol klaviatura bas paola cost kitara imeti opravek giorgio secca uveljaviti spremljevalen skupina pridružiti nov obraz corey sancheza kitara erica moor boben fenomen gospel glasba scotti paddocka saksofon ameriški glasbenik velik vpliv sodoben jazz znan sodelovati znan glasbenik natalio cola jackson browen ray charles spremljevalen vokati sodelovati monica hill christian lavora giorgio galass,2019-11-23 20:00:00,5059,531669293535737,4,0.07866412677599692
Čiliada 2019 - festival čilija in čokolade,čiliad festival čilija čokolada chiti anda chocolati festi fest del peperoncina cioccolata leto izolski manziolijev trg september pošten ogreti festival čilija čokolada september izola prinesti pester nabor ponudnik pekoč omaka namaz olje številen kakovosten izdelek čilija lanskoleten druženje ponudnik čokoladen dobrota izkazati pravi uspešnica čokolada čiliad sladkati letos priprava pekoč dobrota popoldan znova pomeriti amaterski kuhar,2019-09-21 11:00:00,3115,2238958879701521,0,0.03967439050333577
Nina Pušlar @Trg Leona Štuklja,nina pušlar prihajati trg leon štukljati odličen bend več ducat hit reden poln radijski valoviti najbolj priljubljen slovenski pevka razgiban leto poln nov izkušnja ustvarjalen izziv ninin nastop sloveti vrhunski glasben pevski izvedba prepojen čustvo velik odmerek pozitiven energija koncert priča prerez ninin zgodba slovenski glasben scena zagotovo predstaviti čist svež oder studio odličen ustvarjalen kondicija kratek izdati album naslov nina pričetek koncert vstop prost,2019-12-13 20:00:00,4125,1008920022484743,4,0.060708117744083995
Petkanje,praviti sproščen druženje trg petkanje predstavljati sproščen atmosfera petkov popoldan popestriti druženje glasben spremljati vrhunski kulinarik osvežilen pijača animacija,2019-06-28 15:00:00,929,2213825458876066,0,0.020611334798305545
Velika gasilska veselica + Tekmovanje | PGD Draža vas,velik gasilski veselica prostovoljen gasilski društvo dražati letnica prirejati vaba velik gasilski veselica kdaj sobota pričetek ura kje športen center dražati nastopajoč zabava poskrbeti muzikant udar dober volja ples zagotovo manjkati ostal informacija poskrbljen hrana pijača bogat srečel prireditev vreme dogajanje odvijati velik šotor priti zaplesati zagotovo vstop prost vljuden vabiti gasilski tekmovanje član članica prostovoljen gasilski društvo dražati razpisovati gasilski tekmovanje član članica potekati sobota avgust pričetek ura dražiti vas gasilski dom tekmovalen disciplina vaja mba knjižica gasilski gasilski športen tekmovalen disciplina vaja izvajati pravilo ctifa suh izvedba tekmovalen enota izvajati vaja končen rezultat šteti seštevek vaja oseben oprema tekmovalec navodilo gzs tekmovalen oprema zagotoviti organizator met torbica vaja tekmovalec zadet premer ekipa žrebati tekmovalec oddaljenost torbica zunanji rob krog ekipa dodeliti opomba sesalen voda potek tekmovalen tepih ostal izvajati travnat površina točka starost upoštevati nagrada enota kategorija prejeti pokal praktičen nagrada enota prejeti priznanje sodelovanje prijava lahek organizacija prositi enota predhoden prijaviti elektronski pošta pgddrazati gmailc telefon poveljnik dejan verhovšek enota prijavljen petek dobiti pivo gratis ostal enota lahek prijaviti dan tekmovanje ura komisija razglasitev rezultat ura zaključen tekmovanje velik šotor kjer hkrati potekati velik gasilski veselica pomoč,2019-08-03 18:00:00,1425,431318310318955,3,0.05422121144503231
Martinovanje na Bizeljskem,vabiti tradicionalen martinovanje šotor bizeljski ura zadružen dom potekati martinov sejem degustacija vino ura zabava ansambel nemir izbrati nov vinski kraljica bizeljski krstiti mošt pridružiti,2019-11-09 17:00:00,645,112348798780913,2,0.0970313913427753
Mi2 - Valentinov akustični koncert,edinsteven doživetje sng maribor valentin akustičen koncert legendaren pot majhen lokalen skupina pričeti let rogatec prehoditi pot uveljavljanje menjava članov ustvarjanje prepoznaven slog visok glasben lestvica prvič zasesti pesem iti toplica zasenčiti ostal glasben izdelek prihajajoč album črtica čudo tehnika album let dečko sotel dobrodošel dvor rokenrola decibel praznovanje obletnica ustvarjanje glasen nikoli prej več desetletje glasben ustvarjanje sng ponoven predstaviti akustičen verzija tona kregar pevec jerneja dirnbek ritem kitarist pevec egon herman kitarist robert novak basa kitarist igor orača bobnar davora klarič kaviaturist blaž celarec tolkalist vstopnica eventims,2020-02-14 19:00:00,1552,115932508423292,4,0.061090385742619796
Bohinjska noč / Bohinj Night,doživeti vrhunec poleten sezona bohinj zabava večeren program vključevati več glasben gost vložek osvetljen skala zabava trajati zjutraj ples željen obiskovalec čudovit večer dolg poleten noč bohinj primer dež dogodek prestaviti highlight summera season bohinj with fun for all evening program includesa several musica guests anda party lasts until morning oura guests can danec throug night join ati longesta summera night bohinj cas raina event will,2019-08-10 20:00:00,1656,635351406477204,0,0.0349398319904247
8. Triglav tek,lep športen dogodek letos vrač brd kranje sobota zbrati ljubitelj rekreacija leto družba znan slovenski športnik preživel čudovit tekaški obarvan dan neokrnjen narava protokolaren park brd kranje pridružiti podpreti nepozaben dogodek prispevati zgodba dober oskrba slovenski novorojenček tekač lahek pomeriti različen preizkušnja polmaraton tek trasa družinski tek otroški tek posloven štafeten tek poskrbljen brezplačen varstvo otrok ura športen dogodek kulturen obarvan pridružiti številen slovenski glasbenik poskrbeti gibanje glasben ritem tek prijava odprt vključno dan prireditev zapolnitev prost tekaški mesto več informacija obiskati spleten stran,2019-09-07 09:00:00,1524,103753716330300,0,0.03932642553306685
14. Otroški bazar,september gospodarski razstavišče ponoven poln otrok družina star starš ponujati izdelek storitev družina zamuditi popoln družinski doživetje otroški bazar ponoven razveseljevati bogat dogodivščina družina otroški delavnica program oder zabava smeh pisan sejemski stojnica videti sobota nedelja september,2019-09-14 09:00:00,1640,214671818598818,2,0.0691929752252636
14. Otroški bazar,september gospodarski razstavišče ponoven poln otrok družina star starš ponujati izdelek storitev družina zamuditi popoln družinski doživetje otroški bazar ponoven razveseljevati bogat dogodivščina družina otroški delavnica program oder zabava smeh pisan sejemski stojnica videti sobota nedelja september,2019-09-14 09:00:00,989,214671818598818,2,0.0691929752252636
NAJLEPŠE MELODIJE JADRANA NA GRADU VURBERK 2019,večer zvezda poln pozitiven energija idiličen grad vurberka kjer prepletati čustvo čudovit koncerten ambient večer lep melodija jadran gin bend vokalen skupina bend izvajati coverje velik hit hrvaški izvajalec prostor obet čudovit večer prodaja karta silva bar koren gostilna johati joha duplek market martin dvorjati joc bar duplek hud liza grad vurberg,2019-07-19 20:00:00,528,1454933714728323,0,0.05114728940644154
Festival nasedlega kita 2019,ulalaaaa kitnikovanje letos fantastičen obala vnema močen prsen plavut najboljti pridružiti festival nasedel kit oujeo greh voda valjda delavnica nasedel kitov popoldan prijava drustvofnka gmailc delavnica mali nasedlaš popoldan strašen dober muzik cel dan dober hrana pijača skozzzz eka nota letos piti biorazgradljiv lonček pust presentiti omagada zadevšen priti spotoma mama letošnji surfer muziček val bombyx lora dje mriga nesesariti kakalulo čunf vedno prisoten domač vložen fnka crew vstopnina leto letos kita plavati fnkje zastonj nabasati želodec namesti plastika beech boys bbq pita voda drinka letos klub emec placa uraden heštega kitol ostal vesoljen nevarnost pregnati sam več tka pridti nasedati wuuuiiuuoooooiiio lupček,2019-07-27 12:00:00,588,245746689423560,0,0.058924162194232244
TrNOVfest - Mi2 & Manifest,trnovfesti sreda avgust manifesti dneven trnovfesti vstopnica mesečen trnovfesti vstopnica dan tedenski trnovfesti vstopnica dan kupec vstopnica predprodaja prejeti brezplačen pijača dan festival trnovfesti izžrebati lahek cel dan preživel glasben izvajalec paket meet anda greet trnovfesti akcija program festival videti trnovfest uraden povezava,2019-08-21 18:00:00,1823,717882301739945,0,0.06737048314657895
Rockfest Vodice 2019,letos devetič dober velik rockfesti vodica odvijati dalja ponavadi društvo pdv pomoč občina vodica narediti dober rocka žura namenjen mlad podružiti dober glasba vstop prost skupina mrfy san ega banda hati tribut lov,2019-09-06 20:00:00,1402,207734966048398,0,0.050897135048930155
